Brand,Model,Price,Boite vitesse,Carrosserie,Couleur extérieure,Couleur intérieure,Cylindrée,Gouvernorat,Génération,Kilométrage,Mise en circulation,Moteur,Nombre de places,Nombre de portes,Puissance,Puissance cumulée,Puissance fiscale,Puissance thermique,Sellerie,Transmission,Énergie
Mercedes-Benz,Classe E coupé,49 500DT,Automatique,Coupé,Noir,Noir,1798cm³,BenArous,(207) Coupé05/2009 - 12/2014,194000km,10.2009,,4,2,,,12cv,,Similicuir,Traction,Essence
KIA,Rio 5p,43 000DT,Manuelle,Citadine,Rouge,Noir,1198cm³,BenArous,IV11/2016 - 09/2020,69000km,12.2019,,5,4,,,5cv,,Tissu,Traction,Essence
Dongfeng,AX4,59 500DT,Manuelle,SUV/4x4,Rouge,Noir,1598cm³,Ariana,,33000km,01.2022,,5,4,,,7cv,,Tissu,Traction,Essence
Chevrolet,Sonic,41 000DT,Manuelle,Berline,Noir,Noir,1198cm³,BenArous,,89000km,05.2021,,5,4,,,5cv,,Tissu,Traction,Essence
Porsche,Panamera,185 000DT,Automatique,Berline,Bleu,Noir,4798cm³,BenArous,Panamara 97002/2009 - 06/2013,150000km,07.2010,,5,4,,,30cv,,Similicuir,Traction,Essence
Peugeot,3008,62 000DT,Manuelle,SUV/4x4,Noir,Noir,1198cm³,BenArous,II07/2016 - 08/2020,131000km,04.2017,,5,4,,,7cv,,Similicuir,Traction,Essence
Foton,Forland,55 000DT,Manuelle,Autres,Blanc,Noir,2998cm³,BenArous,,35000km,04.2016,,2,2,,,10cv,,Tissu,Traction,Diesel
Chery,Tiggo 7 Pro,75 000DT,Automatique,SUV/4x4,Rouge,Noir,1498cm³,BenArous,09/2021 - Aujourd'hui,60000km,10.2021,1.5 T CVT,5,4,147ch dyn,,9cv,,Similicuir,Traction,Essence
Citroën,C4 Cactus,37 500DT,Manuelle,Citadine,Blanc,Noir,1198cm³,Ariana,05/2014 - 11/2017,142000km,08.2015,,5,4,,,5cv,,Tissu,Traction,Essence
Nissan,Qashqai,63 500DT,Manuelle,SUV/4x4,Blanc,Noir,1198cm³,Ariana,II (J11E)12/2013 - 05/2017,95000km,07.2016,,5,4,,,6cv,,Tissu,Traction,Essence
BMW,X5,68 500DT,Automatique,SUV/4x4,Noir,Autre,2998cm³,Ariana,(E70)12/2006 - 03/2010,283000km,11.2007,,7,5,,,15cv,,Similicuir,Traction,Diesel
Citroën,C4 Picasso,39 900DT,Automatique,Citadine,Gris argent,Noir,1598cm³,Ariana,10/2006 - 08/2013,270000km,07.2011,,5,4,,,6cv,,Tissu,Traction,Diesel
Volkswagen,Passat,44 500DT,Automatique,Berline,Noir,Beige,1798cm³,BenArous,B7 Berline08/2010 - 12/2014,181000km,10.2012,,5,4,,,9cv,,Similicuir,Traction,Essence
DFSK,K02S,18 500DT,Manuelle,Utilitaire,Blanc,Noir,999cm³,BenArous,,99000km,04.2019,,5,4,,,6cv,,Tissu,Traction,Essence
Citroën,C3,36 000DT,Manuelle,Citadine,Gris anthracite,Noir,1198cm³,BenArous,III (B618)07/2016 - 06/2020,156000km,03.2020,,5,4,,,4cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe E,63 900DT,Automatique,Berline,Noir,Noir,2198cm³,BenArous,(212) Berline01/2010 - 02/2013,189000km,11.2009,,5,4,,,11cv,,Similicuir,Traction,Diesel
Audi,Q3 Sportback,152 000DT,Automatique,SUV/4x4,Blanc,Noir,1398cm³,BenArous,Série 2 (F3N) Sportback06/2019 - Aujourd'hui,122000km,03.2021,,5,4,,,9cv,,Similicuir,Traction,Essence
Volkswagen,Golf 7,56 000DT,Automatique,Citadine,Gris argent,Noir,1198cm³,BenArous,VII Phase 2 5 Portes11/2016 - 01/2021,181000km,06.2019,,5,4,,,6cv,,Alcantara,Traction,Essence
Haval,Jolion,93 500DT,Automatique,SUV/4x4,Gris argent,Marron,1498cm³,BenArous,Phase 106/2021 - 08/2024,24000km,05.2023,1.5 T,5,4,143ch dyn,,9cv,,Similicuir,Traction,Essence
MG,ZS,69 500DT,Manuelle,SUV/4x4,Noir,Noir,1498cm³,Ariana,ZS SUV Phase 211/2021 - Aujourd'hui,32000km,07.2022,,5,4,,,7cv,,Tissu,Traction,Essence
Suzuki,Vitara,59 000DT,Automatique,SUV/4x4,Rouge,Noir,1598cm³,BenArous,(LY)02/2015 - 10/2018,183000km,05.2017,,5,4,,,6cv,,Tissu,Traction,Essence
Peugeot,301,26 000DT,Manuelle,Berline,Gris anthracite,Noir,1198cm³,BenArous,11/2012 - 01/2017,93000km,04.2014,,5,4,,,5cv,,Tissu,Traction,Essence
Volkswagen,Jetta,56 900DT,Manuelle,Berline,Noir,Noir,1398cm³,Ariana,,171000km,10.2018,,6,4,,,7cv,,Tissu,Traction,Essence
Mercedes-Benz,CLA,77 500DT,Automatique,Berline,Blanc,Marron,1598cm³,Ariana,(117) Coupé02/2013 - 01/2016,191000km,12.2013,,5,4,,,8cv,,Similicuir,Traction,Essence
Isuzu,D-Max Double Cabine,115 000DT,Manuelle,SUV/4x4,Vert,Noir,2498cm³,BenArous,,244000km,11.2013,,5,4,,,8cv,,Similicuir,Traction,Diesel
Volkswagen,Golf 7,58 000DT,Manuelle,Citadine,Gris argent,Noir,1198cm³,BenArous,VII 5 Portes08/2012 - 10/2016,54000km,06.2015,,5,4,,,5cv,,Alcantara,Traction,Essence
Hyundai,Grand i10,41 900DT,Manuelle,Citadine,Noir,Noir,999cm³,BenArous,II phase 111/2020 - 11/2023,43000km,02.2021,,5,4,,,4cv,,Tissu,Traction,Essence
Renault,Clio,44 000DT,Manuelle,Citadine,Rouge,Noir,1198cm³,BenArous,IV 5 Portes Phase 211/2016 - 08/2020,90000km,03.2020,,5,4,,,5cv,,Tissu,Traction,Essence
Jaguar,XJL,130 000DT,Automatique,Berline,Vert,Marron,1998cm³,BenArous,01/2010 - Aujourd'hui,51000km,12.2014,,5,4,,,16cv,,Similicuir,Traction,Essence
Haval,H6,125 000DT,Automatique,SUV/4x4,Blanc,Noir,1498cm³,BenArous,III01/2022 - Aujourd'hui,12000km,07.2023,1.5 T 150cv boite auto,5,4,150ch dyn,,8cv,,Alcantara,Traction,Essence
Porsche,Cayenne,85 000DT,Automatique,SUV/4x4,Noir,Marron,3598cm³,BenArous,9PA112/2006 - 02/2010,184000km,10.2008,,5,5,,,21cv,,Similicuir,Traction,Essence
Nissan,Patrol,32 000DT,Manuelle,SUV/4x4,Gris argent,Noir,4198cm³,BenArous,,417000km,06.1991,,5,4,,,17cv,,Tissu,Traction,Diesel
Peugeot,2008,45 000DT,Manuelle,SUV/4x4,Gris Shark,Noir,1198cm³,Ariana,(A94) 5HB04/2013 - 10/2019,60000km,11.2016,,5,4,,,5cv,,Tissu,Traction,Essence
Mahindra,Pick-up SC,45 000DT,Manuelle,Pickup,Blanc,Marron,2198cm³,BenArous,,62000km,05.2023,,2,2,,,7cv,,Tissu,Traction,Diesel
Porsche,Cayenne,115 000DT,Automatique,SUV/4x4,Noir,Marron,3598cm³,Tunis,,206000km,09.2010,,5,5,,,21cv,,Similicuir,Traction,Essence
Land Rover,Range Rover Velar,330 000DT,Automatique,SUV/4x4,Gris anthracite,Autre,1998cm³,Tunis,Velar07/2017 - Aujourd'hui,60000km,05.2019,,5,4,,,11cv,,Similicuir,Traction,Diesel
Mercedes-Benz,CLA,185 370DT,Automatique,Berline,Noir,Noir,1332cm³,Tunis,II (118) Coupé05/2019 - Aujourd'hui,36000km,09.2022,,5,4,,,7cv,,Alcantara,Traction,Essence
BMW,Série 5,79 900DT,Automatique,Berline,Blanc,Marron,1998cm³,Ariana,(F10) Berline10/2010 - 12/2013,197000km,08.2012,,5,4,,,10cv,,Similicuir,Traction,Essence
Ford,Ecosport,59 500DT,Automatique,SUV/4x4,Noir,Gris,1498cm³,BenArous,Phase 207/2015 - 10/2017,101000km,04.2016,,5,4,,,6cv,,Tissu,Traction,Essence
Toyota,Land Cruiser 79,115 000DT,Manuelle,Pickup,Marron,Marron,3998cm³,BenArous,,174000km,06.2016,,2,2,,,17cv,,Similicuir,Traction,Diesel
Renault,Megane,58 000DT,Manuelle,Citadine,Blanc,Noir,1498cm³,BenArous,IV Hatchback11/2015 - 06/2020,93000km,09.2020,,5,4,,,5cv,,Alcantara,Traction,Diesel
Hyundai,i20,43 000DT,Manuelle,Citadine,Noir,Gris,1198cm³,BenArous,II 5 Portes11/2014 - 07/2018,132000km,12.2016,,5,4,,,5cv,,Tissu,Traction,Essence
Peugeot,Partner,39 500DT,Manuelle,Utilitaire,Noir,Noir,1198cm³,BenArous,(B9) Utilitaire Phase 204/2015 - 10/2018,113000km,09.2018,,2,3,,,5cv,,Tissu,Traction,Diesel
Hyundai,i20,52 900DT,Manuelle,Citadine,Blanc,Noir,1198cm³,Ariana,III Phase 110/2020 - 11/2023,68000km,09.2021,,5,4,,,5cv,,Tissu,Traction,Essence
Ford,Ka,21 900DT,Manuelle,Citadine,Noir,Noir,1198cm³,BenArous,II12/2008 - 01/2016,185000km,05.2010,,5,2,,,4cv,,Tissu,Traction,Essence
Seat,Tarraco,159 000DT,Automatique,Citadine,Gris anthracite,Noir,1398cm³,BenArous,09/2018 - Aujourd'hui,13000km,05.2024,,5,4,,,9cv,,Tissu,Traction,Essence
Ford,Ecosport,67 000DT,Automatique,SUV/4x4,Noir,Noir,999cm³,BenArous,Phase 311/2017 - Aujourd'hui,99000km,02.2021,,5,4,,,7cv,,Similicuir,Traction,Essence
KIA,Optima,45 500DT,Automatique,Berline,Blanc,Noir,1998cm³,Ariana,11/2010 - 07/2015,176000km,05.2014,,5,4,,,10cv,,Similicuir,Traction,Essence
Toyota,Prado,195 000DT,Manuelle,SUV/4x4,Blanc,Autre,2698cm³,BenArous,,56000km,02.2014,,7,4,,,11cv,,Velours,Traction,Essence
Audi,A5 Sportback,115 000DT,Automatique,Berline,Gris anthracite,Marron,1398cm³,BenArous,II Sportback Phase 210/2019 - Aujourd'hui,131000km,04.2019,,5,4,,,8cv,,Similicuir,Traction,Essence
Chery,Tiggo 3X,55 000DT,Automatique,SUV/4x4,Noir,Noir,998cm³,BenArous,12/2021 - Aujourd'hui,56000km,10.2022,1.0 L Turbo CVT,5,4,102ch dyn,,6cv,,Similicuir,Traction,Essence
Volkswagen,Tiguan,117 000DT,Automatique,SUV/4x4,Gris argent,Noir,1398cm³,Tunis,,104000km,06.2018,,5,5,,,8cv,,Similicuir,Traction,Essence
BMW,X5,86 000DT,Automatique,SUV/4x4,Noir,Beige,3498cm³,Tunis,,159000km,07.2010,,5,5,,,19cv,,Similicuir,Traction,Diesel
Citroën,DS5,43 000DT,Automatique,Citadine,Gris anthracite,Gris,1598cm³,Tunis,10/2011 - 05/2015,205000km,11.2012,,5,5,,,6cv,,Similicuir,Traction,Diesel
Citroën,Jumpy Fourgon,72 000DT,Manuelle,Utilitaire,Blanc,Noir,1998cm³,BenArous,III VUL05/2016 - Aujourd'hui,123000km,01.2022,,3,3,,,7cv,,Tissu,Traction,Diesel
Audi,A5 Coupé,48 000DT,Automatique,Coupé,Noir,Noir,1998cm³,BenArous,,201000km,10.2011,,4,2,,,10cv,,Similicuir,Traction,Essence
Volkswagen,Polo,55 000DT,Manuelle,Citadine,Gris argent,Noir,999cm³,BenArous,VI07/2017 - 06/2021,26000km,02.2021,,5,4,,,4cv,,Tissu,Traction,Essence
Audi,A5 Coupé,56 000DT,Automatique,Coupé,Gris anthracite,Autre,1998cm³,Tunis,,168000km,08.2009,,5,2,,,13cv,,Similicuir,Traction,Essence
Suzuki,Vitara,72 000DT,Automatique,SUV/4x4,Orange,Noir,1598cm³,BenArous,,96000km,10.2018,,5,4,,,6cv,,Alcantara,Traction,Essence
Land Rover,Range Rover Evoque,139 000DT,Automatique,SUV/4x4,Blanc,Rouge,1998cm³,BenArous,Evoque I (5p)03/2011 - 05/2015,130000km,07.2015,,5,4,,,10cv,,Similicuir,Traction,Diesel
Opel,Corsa,59 900DT,Manuelle,Citadine,Blanc,Noir,1198cm³,BenArous,F 5 Portes09/2019 - Aujourd'hui,41000km,07.2022,,5,4,,,5cv,,Tissu,Traction,Essence
Haval,H6,85 000DT,Automatique,SUV/4x4,Bleu,Noir,1499cm³,Tunis,II01/2019 - 06/2021,60000km,07.2019,1.5 T 143cv boite auto,5,5,143ch dyn,,9cv,,Similicuir,Traction,Essence
Dacia,Sandero Stepway,40 000DT,Manuelle,SUV/4x4,Noir,Noir,998cm³,BenArous,II10/2012 - 12/2016,75000km,07.2015,,5,4,,,5cv,,Similicuir,Traction,Essence
Nissan,Navara,49 000DT,Automatique,SUV/4x4,Gris argent,Rouge,2488cm³,Tunis,(D40M)05/2005 - 11/2011,364000km,07.2009,,5,4,,,8cv,,Similicuir,Traction,Diesel
Honda,HR-V,58 000DT,Manuelle,SUV/4x4,Rouge,Noir,1498cm³,Tunis,II (RU)07/2015 - 09/2021,79000km,01.2017,,5,4,,,7cv,,Similicuir,Traction,Essence
Mercedes-Benz,Classe E,59 000DT,Automatique,Berline,Noir,Noir,2198cm³,Tunis,(211) Phase 2 Berline04/2006 - 12/2009,160000km,04.2009,,5,4,,,12cv,,Similicuir,Traction,Diesel
Mercedes-Benz,Classe E,72 000DT,Automatique,Berline,Noir,Marron,1798cm³,BenArous,(212) Berline01/2010 - 02/2013,176000km,09.2012,,5,4,,,11cv,,Similicuir,Traction,Essence
Mercedes-Benz,Classe C,125 000DT,Automatique,Berline,Noir,Noir,1598cm³,Tunis,(205) Berline03/2014 - 04/2021,157000km,06.2016,,5,4,,,6cv,,Similicuir,Traction,Diesel
BMW,X1,98 000DT,Automatique,SUV/4x4,Noir,Noir,1498cm³,Tunis,(F48) LCI07/2019 - Aujourd'hui,78000km,05.2020,,5,4,,,8cv,,Alcantara,Traction,Essence
Mercedes-Benz,Classe E,248 000DT,Automatique,Berline,Blanc,Noir,1498cm³,BenArous,(213) Phase 2 Berline10/2020 - 12/2022,15000km,02.2022,,5,4,,,9cv,,Similicuir,Traction,Essence
Volkswagen,Golf 7,73 500DT,Manuelle,Citadine,Gris anthracite,Noir,1598cm³,BenArous,VII Phase 2 5 Portes11/2016 - 01/2021,183000km,09.2019,,5,4,,,6cv,,Alcantara,Traction,Diesel
Seat,Ateca,71 000DT,Automatique,SUV/4x4,Blanc,Autre,1398cm³,Tunis,04/2016 - 07/2020,192000km,08.2017,,5,5,,,8cv,,Similicuir,Traction,Essence
Citroën,Jumper,29 500DT,Manuelle,Autres,Blanc,Noir,2198cm³,BenArous,,476000km,09.2010,,7,4,,,7cv,,Tissu,Traction,Diesel
Nissan,Patrol,42 000DT,Manuelle,SUV/4x4,Noir,Marron,2798cm³,BenArous,,481000km,05.1991,,4,2,,,11cv,,Similicuir,Traction,Diesel
Great Wall,Poer MT,88 000DT,Manuelle,Pickup,Noir,Marron,1998cm³,BenArous,01/2021 - Aujourd'hui,61000km,07.2021,,5,4,,,11cv,,Similicuir,Traction,Diesel
Toyota,RAV 4 Hybride,155 000DT,Automatique,SUV/4x4,Blanc,Autre,2498cm³,BenArous,,31000km,08.2022,,5,4,,,9cv,,Tissu,Traction,Hybride essence
Toyota,C-HR,89 000DT,Automatique,SUV/4x4,Rouge,Noir,1198cm³,BenArous,I Phase 210/2019 - 12/2023,47000km,12.2021,,5,4,,,6cv,,Alcantara,Traction,Essence
Opel,Mokka,59 500DT,Manuelle,SUV/4x4,Blanc,Noir,1698cm³,BenArous,12/2012 - 05/2016,37000km,05.2014,,5,4,,,7cv,,Tissu,Traction,Diesel
BMW,X5,65 000DT,Automatique,SUV/4x4,Noir,Noir,2998cm³,BenArous,(E70)12/2006 - 03/2010,295000km,11.2007,,5,4,,,16cv,,Similicuir,Traction,Diesel
Hyundai,Grand i10,49 000DT,Manuelle,Citadine,Noir,Noir,1198cm³,BenArous,II phase 111/2020 - 11/2023,34000km,12.2022,,5,4,,,5cv,,Tissu,Traction,Essence
Peugeot,Rifter,69 000DT,Manuelle,Utilitaire,Blanc,Noir,1198cm³,BenArous,06/2018 - Aujourd'hui,67000km,12.2019,,5,4,,,6cv,,Tissu,Traction,Essence
KIA,Optima,38 000DT,Automatique,Berline,Gris anthracite,Gris,1998cm³,BenArous,11/2010 - 07/2015,379000km,03.2012,,5,4,,,10cv,,Similicuir,Traction,Essence
Peugeot,208 3P,29 900DT,Manuelle,Monospace,Beige,Noir,1198cm³,Tunis,I Phase 2 3 Portes04/2015 - 08/2018,104000km,02.2017,,4,2,,,5cv,,Similicuir,Traction,Essence
Mercedes-Benz,Classe C,49 500DT,Automatique,Berline,Noir,Beige,1598cm³,Ariana,(204) Berline01/2007 - 02/2011,185000km,09.2009,,5,4,,,9cv,,Similicuir,Traction,Essence
Toyota,Land Cruiser,69 000DT,Manuelle,SUV/4x4,Blanc,Autre,4198cm³,Tunis,,506000km,06.1996,,5,5,,,17cv,,Similicuir,Traction,Diesel
Volkswagen,Golf 7,110 000DT,Automatique,Citadine,Bleu,Rouge,1999cm³,BenArous,VII 5 Portes08/2012 - 10/2016,75000km,06.2016,,5,4,,,13cv,,Similicuir,Traction,Essence
Toyota,C-HR,69 500DT,Automatique,SUV/4x4,Marron,Noir,1198cm³,BenArous,I Phase 110/2016 - 10/2019,150000km,12.2017,,5,4,,,6cv,,Similicuir,Traction,Essence
Skoda,Fabia,43 000DT,Manuelle,Citadine,Noir,Noir,999cm³,BenArous,III Phase 207/2018 - 06/2021,105000km,05.2021,,5,4,,,4cv,,Tissu,Traction,Essence
Volkswagen,Passat CC,53 000DT,Automatique,Berline,Noir,Beige,1798cm³,BenArous,,191000km,07.2014,,5,4,,,10cv,,Similicuir,Traction,Essence
Toyota,Land Cruiser,55 000DT,Manuelle,SUV/4x4,Blanc,Gris,4698cm³,Tunis,,347000km,08.1999,,5,5,,,17cv,,Similicuir,Traction,Diesel
Mazda,3,56 000DT,Manuelle,Citadine,Noir,Noir,1498cm³,BenArous,III Hatchback Phase 210/2016 - 03/2019,107000km,03.2017,,5,4,,,6cv,,Similicuir,Traction,Essence
Citroën,C3,47 500DT,Automatique,Citadine,Gris anthracite,Noir,1198cm³,Ariana,III (B618)07/2016 - 06/2020,62000km,03.2019,,5,4,,,6cv,,Tissu,Traction,Essence
Mercedes-Benz,GLA,92 000DT,Automatique,Citadine,Noir,Noir,1598cm³,BenArous,(156)11/2013 - 01/2017,97000km,04.2016,,5,4,,,8cv,,Similicuir,Traction,Essence
Volkswagen,Passat CC,37 000DT,Automatique,Berline,Noir,Noir,1999cm³,Tunis,B6 CC05/2008 - 12/2013,150000km,08.2009,,5,4,,,12cv,,Similicuir,Traction,Essence
Audi,A4,50 000DT,Automatique,Berline,Noir,Beige,1999cm³,BenArous,III Phase 2 (B8)11/2011 - 12/2015,240000km,12.2012,,5,4,,,8cv,,Similicuir,Traction,Diesel
Ford,Ecosport,62 000DT,Automatique,SUV/4x4,Beige,Autre,999cm³,BenArous,Phase 311/2017 - Aujourd'hui,97000km,12.2018,,5,5,,,7cv,,Similicuir,Traction,Essence
Mercedes-Benz,Classe C,135 000DT,Automatique,Berline,Gris anthracite,Noir,1598cm³,BenArous,(205) Berline03/2014 - 04/2021,113000km,11.2017,,5,4,,,8cv,,Similicuir,Traction,Essence
BMW,Série 3,85 000DT,Automatique,Berline,Noir,Marron,1498cm³,BenArous,(F30) LCI Berline09/2015 - 10/2018,177000km,05.2018,318i 1.5 16V,5,4,136ch dyn,,7cv,,Similicuir,Traction,Essence
Ford,Focus,39 900DT,Manuelle,Citadine,Gris anthracite,Autre,999cm³,BenArous,III Hatchback Phase 209/2014 - 05/2018,161000km,02.2018,,5,4,,,6cv,,Similicuir,Traction,Essence
MG,ZS,64 000DT,Automatique,SUV/4x4,Bleu,Noir,1498cm³,BenArous,ZS SUV03/2017 - 11/2021,68000km,03.2020,,5,4,,,7cv,,Similicuir,Traction,Essence
Citroën,C3,28 000DT,Manuelle,Citadine,Gris anthracite,Noir,1199cm³,Tunis,II (A51)10/2009 - 07/2016,136000km,08.2014,,5,4,,,5cv,,Tissu,Traction,Essence
Haval,H6,126 000DT,Automatique,SUV/4x4,Gris anthracite,Noir,1498cm³,BenArous,III01/2022 - Aujourd'hui,11000km,09.2023,1.5 T 150cv boite auto,5,4,150ch dyn,,8cv,,Similicuir,Traction,Essence
BMW,Série 5,79 500DT,Automatique,Berline,Blanc,Marron,1999cm³,BenArous,(F10) Berline10/2010 - 12/2013,179000km,09.2013,,5,4,,,10cv,,Similicuir,Traction,Essence
BMW,Série 4 Gran Coupé,115 000DT,Automatique,Coupé,Noir,Beige,1498cm³,BenArous,(F36) LCI Gran Coupé03/2017 - 07/2021,99000km,03.2019,418i 1.5 i 12V Steptronic8,5,4,136ch dyn,,7cv,,Similicuir,Traction,Essence
Nissan,Qashqai,38 500DT,Manuelle,SUV/4x4,Gris anthracite,Noir,1498cm³,BenArous,I Phase 2 (J10E)01/2010 - 11/2013,256000km,02.2011,,5,4,,,6cv,,Similicuir,Traction,Diesel
Hyundai,Grand i10,47 000DT,Manuelle,Citadine,Blanc,Noir,999cm³,BenArous,II phase 111/2020 - 11/2023,39000km,03.2023,,5,4,,,4cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe A,129 000DT,Automatique,Citadine,Noir,Noir,1298cm³,BenArous,(W177) Hatchback03/2018 - 02/2023,101000km,12.2020,,5,4,,,7cv,,Similicuir,Traction,Essence
Iveco,Daily Fourgon,110 000DT,Manuelle,Autres,Blanc,Noir,5798cm³,BenArous,,31000km,08.2015,,3,2,,,16cv,,Tissu,Traction,Diesel
Mercedes-Benz,Classe E,119 000DT,Automatique,Berline,Noir,Marron,1598cm³,BenArous,(213) Berline01/2016 - 09/2020,223000km,05.2017,,5,4,,,9cv,,Alcantara,Traction,Essence
Toyota,Hilux Double Cabine,160 000DT,Manuelle,Pickup,Gris anthracite,Noir,2398cm³,BenArous,(GUN 1./35)03/2016 - Aujourd'hui,114000km,10.2019,,5,4,,,8cv,,Alcantara,Traction,Diesel
Mercedes-Benz,Classe C,145 000DT,Automatique,Berline,Gris anthracite,Noir,1498cm³,BenArous,(205) Berline03/2014 - 04/2021,112000km,09.2019,,5,4,,,10cv,,Similicuir,Traction,Hybride essence
Hyundai,Coupe,30 000DT,Manuelle,Coupé,Gris argent,Noir,1598cm³,BenArous,Coupé01/2002 - 12/2006,138000km,01.2003,,4,2,,,7cv,,Tissu,Traction,Essence
Mercedes-Benz,Sprinter Van,40 000DT,Manuelle,Autres,Blanc,Noir,2198cm³,BenArous,,459000km,09.2011,,3,2,,,7cv,,Tissu,Traction,Diesel
Volkswagen,Amarok,53 000DT,Manuelle,Pickup,Blanc,Noir,1999cm³,BenArous,S1 - Double Cabine05/2012 - 06/2016,81000km,05.2013,,5,4,,,11cv,,Alcantara,Traction,Essence
Peugeot,Landtrek Double Cabine,95 000DT,Manuelle,Pickup,Gris anthracite,Noir,1898cm³,BenArous,03/2021 - Aujourd'hui,34000km,11.2022,,5,4,,,6cv,,Tissu,Traction,Diesel
KIA,Sportage,47 000DT,Automatique,SUV/4x4,Gris argent,Noir,1999cm³,BenArous,III Phase 106/2010 - 12/2013,232000km,11.2011,,5,5,,,11cv,,Similicuir,Traction,Essence
BMW,Série 5,120 000DT,Automatique,Berline,Noir,Noir,1598cm³,BenArous,(F10) LCI Berline01/2014 - 01/2017,151000km,10.2016,,5,4,,,9cv,,Similicuir,Traction,Essence
Porsche,Cayenne,155 000DT,Automatique,SUV/4x4,Noir,Noir,2999cm³,BenArous,92A02/2010 - 05/2018,195000km,08.2012,,5,5,,,15cv,,Similicuir,Traction,Diesel
KIA,Rio Berline,69 900DT,Automatique,Berline,Noir,Noir,1398cm³,BenArous,IV Sedan01/2019 - 12/2022,35000km,04.2022,,5,4,,,6cv,,Alcantara,Traction,Essence
Mitsubishi,Pajero Sport,45 000DT,Manuelle,SUV/4x4,Noir,Noir,2498cm³,BenArous,,510000km,11.1999,,5,4,,,9cv,,Similicuir,Traction,Diesel
DFSK,K01,22 000DT,Manuelle,Autres,Blanc,Noir,1298cm³,BenArous,,81000km,11.2018,,2,2,,,7cv,,Tissu,Traction,Essence
Great Wall,M4,45 000DT,Manuelle,SUV/4x4,Rouge,Noir,1498cm³,BenArous,I02/2017 - 06/2021,51000km,10.2019,,5,4,,,6cv,,Similicuir,Traction,Essence
Chery,E3,32 000DT,Manuelle,Berline,Gris argent,Noir,1498cm³,BenArous,I08/2016 - 09/2019,95000km,03.2018,1.5 L,5,4,108ch dyn,,6cv,,Similicuir,Traction,Essence
BMW,Série 1,59 000DT,Manuelle,Citadine,Rouge,Noir,1598cm³,Ariana,(F20) LCI 5 portes03/2015 - 09/2019,105000km,01.2016,,5,4,,,6cv,,Alcantara,Traction,Essence
Mercedes-Benz,Classe C,90 000DT,Automatique,Berline,Noir,Noir,1598cm³,BenArous,(205) Berline03/2014 - 04/2021,247000km,06.2015,,5,4,,,8cv,,Similicuir,Traction,Essence
Peugeot,3008,32 000DT,Manuelle,SUV/4x4,Noir,Noir,1598cm³,BenArous,I03/2009 - 09/2013,261000km,06.2010,,5,4,,,7cv,,Tissu,Traction,Essence
BMW,Série 2 Gran Coupé,120 000DT,Automatique,Coupé,Noir,Marron,1498cm³,BenArous,(F44) Gran Coupé11/2019 - Aujourd'hui,61000km,11.2020,,5,4,,,8cv,,Similicuir,Traction,Essence
Nissan,Patrol,66 000DT,Manuelle,SUV/4x4,Gris argent,Noir,3000cm³,Tunis,(Y61)08/2004 - 03/2010,359000km,11.2006,,7,5,,,12cv,,Tissu,Traction,Diesel
Audi,A4,46 000DT,Manuelle,Berline,Noir,Noir,1798cm³,BenArous,III Phase 1 (B8)01/2008 - 10/2011,233000km,01.2011,,5,4,,,7cv,,Similicuir,Traction,Essence
Peugeot,traveller,85 000DT,Manuelle,Autres,Blanc,Noir,1560cm³,BenArous,03/2016 - Aujourd'hui,98000km,05.2019,,9,3,,,5cv,,Tissu,Traction,Diesel
Mercedes-Benz,CLA,92 000DT,Automatique,Berline,Blanc,Noir,1598cm³,Tunis,(117) Coupé Phase 202/2016 - 05/2019,239000km,05.2017,,5,4,,,7cv,,Similicuir,Traction,Essence
Mercedes-Benz,Classe E,59 000DT,Automatique,Berline,Noir,Noir,1789cm³,BenArous,(212) Berline01/2010 - 02/2013,199000km,02.2010,,5,4,,,11cv,,Similicuir,Traction,Essence
Citroën,C4 Coupé,21 000DT,Manuelle,Coupé,Gris anthracite,Noir,1598cm³,BenArous,I Coupé11/2004 - 10/2010,300000km,02.2009,,5,2,,,7cv,,Similicuir,Traction,Essence
BMW,X2,134 000DT,Automatique,SUV/4x4,Bleu,Beige,1499cm³,Tunis,(F39)10/2017 - 12/2023,75000km,12.2020,,5,5,,,8cv,,Similicuir,Traction,Essence
Fiat,500,55 000DT,Automatique,Monospace,Aubergine,Noir,1198cm³,BenArous,III Phase 307/2015 - Aujourd'hui,21000km,12.2021,,4,2,,,4cv,,Alcantara,Traction,Essence
KIA,Sportage,110 000DT,Automatique,SUV/4x4,Gris argent,Marron,1998cm³,BenArous,IV Phase 109/2015 - 07/2018,90000km,02.2018,2 l Diesel,5,5,178ch dyn,,10cv,,Similicuir,Traction,Diesel
Haval,H6,77 000DT,Automatique,SUV/4x4,Marron,Marron,1498cm³,BenArous,II01/2019 - 06/2021,110000km,08.2019,1.5 T 143cv boite auto,5,5,143ch dyn,,9cv,,Similicuir,Traction,Essence
Land Rover,Range Rover Sport,88 000DT,Automatique,SUV/4x4,Noir,Beige,4198cm³,BenArous,Sport I06/2005 - 08/2009,211000km,12.2007,,5,5,,,32cv,,Similicuir,Traction,Essence
